N,P,K,temperature,humidity,ph,wind_speed,rainfall,weather_condition,weather_suitability,label
31,76,82,20.8248451,17.85057083,7.599279991,4,79.20509212,Clear,Medium,chickpea
33,75,84,19.46210401,18.72831993,7.217018459,7.6,68.81405149,Cool,Medium,chickpea
47,80,77,17.18248372,16.42891834,7.561108006,8.5,72.85017344,Cool,Medium,chickpea
54,62,80,17.48911699,16.39055394,7.489545074,8.8,79.45758333,Cool,Medium,chickpea
47,79,78,17.48395377,14.76014523,6.609696734,8.2,65.11365631,Cool,Medium,chickpea
35,57,83,19.48316794,17.44534641,7.476800943,5.1,80.4986291,Cool,Medium,chickpea
53,73,77,19.71359733,18.09665739,7.325451279,8.8,73.64476535,Cool,Medium,chickpea
45,61,78,19.48649305,16.06240074,6.489389282,7.9,81.5284269,Cool,Medium,chickpea
37,78,79,19.95264829,14.82633099,7.786366322,5.8,88.6810311,Cool,Medium,chickpea
30,75,81,19.41789736,16.80472243,6.408437886,7,68.4951189,Cool,Medium,chickpea
37,55,82,19.45591848,18.02235902,8.423873703,7,78.44910564,Cool,Medium,chickpea
53,65,76,20.19137759,16.41998269,8.719960893,3.8,77.33795356,Clear,Medium,chickpea
22,60,85,18.8392908,14.74071856,7.811997977,6.2,94.78189594,Cool,Medium,chickpea
60,61,78,20.71219282,19.83643308,6.317153205,4.7,94.03659867,Clear,Medium,chickpea
42,67,77,18.99424448,15.9362937,7.114405288,5.9,78.69707199,Cool,Medium,chickpea
39,76,76,19.96837462,15.57324389,8.135900726,6.7,69.15759062,Cool,Medium,chickpea
35,63,76,17.81564548,17.60756635,7.714153038,7.4,90.82097601,Cool,Medium,chickpea
30,65,82,20.71424384,15.27824066,7.103798069,5.7,76.77888672,Clear,Medium,chickpea
57,56,78,17.34150229,18.75626255,8.861479668,6.4,67.9545435,Cool,Medium,chickpea
48,65,78,17.43732714,14.33847406,7.861128148,7.7,73.0926704,Cool,Medium,chickpea
36,56,83,18.89780215,19.76182946,7.4526709,6.5,69.09512477,Cool,Medium,chickpea
40,58,75,18.59190771,14.77959596,7.168096055,5.2,89.60982451,Cool,Medium,chickpea
49,69,82,18.31561493,15.36143547,7.26311855,8,81.78710463,Cool,Medium,chickpea
13,60,25,17.13692774,20.59541693,5.68597166,7.4,128.256862,Cool,Medium,kidneybeans
25,70,16,19.63474332,18.90705639,5.759237003,8.4,106.3598183,Cool,Medium,kidneybeans
31,55,22,22.91350245,21.33953114,5.873171894,4.9,109.225556,Clear,Medium,kidneybeans
40,64,16,16.43340342,24.24045875,5.926676985,7.7,140.3717815,Cool,Medium,kidneybeans
2,61,20,22.13974653,23.02251117,5.95561668,5.7,76.64128258,Clear,Medium,kidneybeans
26,65,22,17.84806561,18.77621951,5.949949081,8.8,143.0984171,Cool,Medium,kidneybeans
17,57,21,19.88394011,20.31564139,5.789214289,7.9,60.91974792,Cool,Medium,kidneybeans
26,80,18,19.32509638,23.3334788,5.581021521,6.9,104.7783947,Cool,Medium,kidneybeans
17,59,17,18.4167001,23.42829938,5.689858133,7.5,132.9801054,Cool,Medium,kidneybeans
27,59,22,21.81167649,23.20591245,5.794158504,3.8,130.0608093,Clear,Medium,kidneybeans
28,58,24,19.72702528,18.28173015,5.748190463,6.3,143.7630894,Cool,Medium,kidneybeans
25,57,19,17.15432954,19.87070659,5.566522896,7.9,87.99669731,Cool,Medium,kidneybeans
28,80,17,19.62207826,18.67170854,5.809419584,6.8,144.1567454,Cool,Medium,kidneybeans
25,60,22,21.63149148,21.17919701,5.887263027,4.7,134.3649948,Clear,Medium,kidneybeans
12,78,23,16.06522754,18.72479695,5.99812453,8.3,88.06638775,Cool,Medium,kidneybeans
6,77,25,20.61162204,24.36314135,5.792744849,3.5,69.63833855,Clear,Medium,kidneybeans
22,79,17,21.42451099,20.39659714,5.912289889,4.6,116.5206923,Clear,Medium,kidneybeans
27,80,15,19.07096165,21.21092266,5.788386951,7.7,86.21917578,Cool,Medium,kidneybeans
10,55,23,21.18853178,19.63438599,5.728233081,3.1,137.1948633,Clear,Medium,kidneybeans
23,65,20,23.0429097,22.42610972,5.833940084,3.7,108.3684316,Clear,Medium,kidneybeans
19,78,16,20.65375833,23.10538637,5.967533236,5.6,67.71768947,Clear,Medium,kidneybeans
19,65,25,18.09551014,18.29318436,5.625096446,8.4,144.7902323,Cool,Medium,kidneybeans
22,70,19,18.23775702,21.07643273,5.515615023,6.4,69.44951585,Cool,Medium,kidneybeans
37,64,22,17.48189735,18.8251973,5.954665349,5.5,121.9401369,Cool,Medium,kidneybeans
11,71,17,19.9191786,21.47324158,5.74644777,6.4,82.68554379,Cool,Medium,kidneybeans
18,79,20,20.27514686,23.2353604,5.877347515,4.2,139.7521543,Clear,Medium,kidneybeans
21,63,17,15.77370214,19.2303162,5.979973965,8.7,108.3441414,Cool,Medium,kidneybeans
24,80,22,16.71170642,19.17651433,5.635993966,5.4,96.77285817,Cool,Medium,kidneybeans
34,60,22,17.66148158,18.15302753,5.635231778,8.7,100.6711761,Cool,Medium,kidneybeans
16,75,21,18.50692825,23.61670065,5.679224346,8.2,87.0513289,Cool,Medium,kidneybeans
17,77,23,24.51324787,20.81527638,5.670062975,4.6,64.19497947,Clear,Medium,kidneybeans
37,72,18,18.87614998,24.54038287,5.724242065,5.5,105.4120514,Cool,Medium,kidneybeans
40,73,20,21.59343016,20.31871249,5.811314232,3.2,61.13872036,Clear,Medium,kidneybeans
9,77,17,20.12373284,24.45202552,5.783425416,6,106.158201,Clear,Medium,kidneybeans
1,62,23,15.43546065,18.37477907,5.607808432,7,139.0302034,Cool,Medium,kidneybeans
33,59,22,22.64236876,21.59396123,5.946999529,4.9,122.3886015,Clear,Medium,kidneybeans
23,59,19,21.98560799,24.87304788,5.852046999,4.6,129.5650601,Clear,Medium,kidneybeans
6,62,22,20.53052663,18.09224048,5.824090984,5.4,120.4509288,Clear,Medium,kidneybeans
25,63,20,15.78601387,21.14544088,5.502999119,5.2,95.17028129,Cool,Medium,kidneybeans
7,79,23,19.6365349,19.68751084,5.821649914,5.4,96.65888933,Cool,Medium,kidneybeans
8,72,17,20.57341244,19.7520218,5.711439256,4.3,87.87869161,Clear,Medium,kidneybeans
27,64,15,20.16080524,24.84207559,5.514927264,4.4,138.2362122,Clear,Medium,kidneybeans
28,66,23,21.53989176,24.25386207,5.99616119,3.5,120.6913038,Clear,Medium,kidneybeans
32,57,18,15.53834801,23.75560241,5.695422863,5.7,107.3850593,Cool,Medium,kidneybeans
27,56,22,19.91853092,20.70099804,5.833010958,7.3,108.6434544,Cool,Medium,kidneybeans
17,77,24,20.76952209,18.93146941,5.568456899,3,109.0193712,Clear,Medium,kidneybeans
0,65,15,23.46168338,23.22197648,5.645435626,3.2,95.84253438,Clear,Medium,kidneybeans
13,72,21,24.32116642,21.0278674,5.821194486,3.5,60.27552528,Clear,Medium,kidneybeans
34,60,23,20.12574053,24.96969858,5.659254981,3.6,100.0497183,Clear,Medium,kidneybeans
9,80,19,21.80619564,18.57086554,5.945465949,5.4,125.0972687,Clear,Medium,kidneybeans
11,72,20,19.52226241,24.92607153,5.951177452,7.1,113.334026,Cool,Medium,kidneybeans
3,67,24,17.00067625,19.90790546,5.520880014,6.4,103.2926407,Cool,Medium,kidneybeans
35,69,23,16.78791503,24.96881755,5.578410206,7.7,75.45328039,Cool,Medium,kidneybeans
3,77,25,24.84906168,22.89464642,5.608165195,3.5,62.21292186,Clear,Medium,kidneybeans
23,62,19,16.51783455,20.4555596,5.609435128,8,98.77794225,Cool,Medium,kidneybeans
22,71,17,18.15300153,19.38602098,5.509295379,6.3,107.6907964,Cool,Medium,kidneybeans
31,79,25,23.18864385,22.3104551,5.902033406,3.1,63.38208822,Clear,Medium,kidneybeans
34,59,18,23.38002569,21.98879437,5.744117663,3.5,87.66898664,Clear,Medium,kidneybeans
12,63,17,18.358923,19.37703396,5.717143397,6.9,138.414764,Cool,Medium,kidneybeans
27,56,20,19.25975367,20.51346956,5.542690119,5.5,94.9533526,Cool,Medium,kidneybeans
7,63,24,22.95458237,24.03553105,5.858617867,3.6,107.7315386,Clear,Medium,kidneybeans
24,67,22,20.120043,22.89845607,5.618844277,3.7,104.6252153,Clear,Medium,kidneybeans
11,71,24,21.14011423,22.7182355,5.606620346,3.8,141.6056722,Clear,Medium,kidneybeans
37,74,15,24.92360104,18.22590825,5.582178402,5.3,62.7089169,Clear,Medium,kidneybeans
25,76,24,15.33042636,24.91506728,5.56503533,8.2,135.3315583,Cool,Medium,kidneybeans
34,66,17,18.81097271,21.27833035,5.889614577,8.6,125.084915,Cool,Medium,kidneybeans
20,69,15,23.44260668,22.77255917,5.934136378,5.1,107.4137246,Clear,Medium,kidneybeans
37,65,16,22.8352024,18.97267518,5.683548308,3.6,63.59276673,Clear,Medium,kidneybeans
18,74,15,24.9035819,22.27512704,5.70836603,4.7,146.4727237,Clear,Medium,kidneybeans
4,67,25,23.78709569,24.35679348,5.948164454,5.3,119.6404412,Clear,Medium,kidneybeans
37,56,25,22.05592283,19.60379304,5.774755144,3.2,126.7265372,Clear,Medium,kidneybeans
5,59,15,18.87492997,20.18238348,5.97229163,8.8,134.1811718,Cool,Medium,kidneybeans
11,61,21,18.62328774,23.02410338,5.532100554,7.3,135.3378033,Cool,Medium,kidneybeans
22,80,20,23.00884744,18.86880997,5.669560726,4.3,100.118612,Clear,Medium,kidneybeans
12,61,19,19.33162606,24.13995025,5.655726817,5.5,68.51253427,Cool,Medium,kidneybeans
5,74,21,16.24469193,21.35793891,5.591704014,8.9,66.97053257,Cool,Medium,kidneybeans
27,69,22,17.91652287,24.90814655,5.932323085,5.7,69.14681022,Cool,Medium,kidneybeans
31,75,18,15.46789263,21.43780702,5.824208309,7.9,88.88796102,Cool,Medium,kidneybeans
36,68,20,17.06104474,23.77201471,5.86442953,8,81.83420522,Cool,Medium,kidneybeans
5,65,16,21.32776028,18.48522915,5.866744372,3.1,109.1013261,Clear,Medium,kidneybeans
32,79,15,23.90910104,20.74619325,5.706198621,4.8,81.60211243,Clear,Medium,kidneybeans
11,78,22,23.89756791,22.74378977,5.940546818,4.3,112.6616435,Clear,Medium,kidneybeans
0,55,22,22.98666928,20.57940608,5.916779289,3.9,143.8584938,Clear,Medium,kidneybeans
14,59,15,21.35135729,22.91244883,5.779090476,4.2,146.4548645,Clear,Medium,kidneybeans
29,68,23,24.1638445,19.27907819,5.82738029,3.4,116.7324324,Clear,Medium,kidneybeans
32,68,19,24.62835037,18.18325169,5.514234138,5,149.7441028,Clear,Medium,kidneybeans
17,64,17,21.02213209,24.93896255,5.662699104,5.8,124.6118471,Clear,Medium,kidneybeans
13,69,19,17.30844532,20.01730914,5.86390397,7,115.199245,Cool,Medium,kidneybeans
14,67,22,23.82576704,24.75485098,5.624690248,3,84.64143632,Clear,Medium,kidneybeans
9,69,20,19.30607278,23.96362799,5.591560999,8.3,129.3449326,Cool,Medium,kidneybeans
20,73,22,16.03768615,22.33195853,5.976312538,7.4,130.3900798,Cool,Medium,kidneybeans
40,78,20,19.18572809,20.83398341,5.669236258,8.8,80.15293435,Cool,Medium,kidneybeans
27,72,23,19.92889503,21.79992115,5.961934481,8.9,64.02640797,Cool,Medium,kidneybeans
14,67,15,19.56376468,24.67385131,5.690065688,8.9,139.2921004,Cool,Medium,kidneybeans
7,56,18,18.31357543,24.32991649,5.698371311,8.1,76.14153904,Cool,Medium,kidneybeans
27,65,18,20.10993761,23.22323766,5.59503163,4,73.36386477,Clear,Medium,kidneybeans
30,63,16,23.60506572,21.90539577,5.525904526,3.9,100.5978728,Clear,Medium,kidneybeans
37,70,25,19.73136909,24.89487354,5.819403771,8.9,84.06354115,Cool,Medium,kidneybeans
27,63,19,20.93409877,21.1893007,5.562201934,4.7,133.1914419,Clear,Medium,kidneybeans
22,60,24,18.78226261,20.24768314,5.630664753,7.6,104.2570723,Cool,Medium,kidneybeans
3,72,24,36.51268371,57.92887167,6.03160778,4.8,122.6539694,Hot,Medium,pigeonpeas
40,59,23,36.89163721,62.73178224,5.269084669,2.5,163.7266551,Hot,Medium,pigeonpeas
33,73,23,29.23540524,59.38967583,5.985792703,3.7,103.3301803,Clear,Medium,pigeonpeas
27,57,24,27.33534897,43.35795962,6.09186275,3.8,142.3303677,Clear,Medium,pigeonpeas
10,79,18,21.0643684,55.46985938,5.624731338,5.9,184.6226709,Clear,Medium,pigeonpeas
30,75,25,30.33276599,42.35249879,6.446091759,2.2,149.299952,Hot,Medium,pigeonpeas
40,70,20,31.80130272,45.03186173,5.623490043,3.7,147.0361442,Hot,Medium,pigeonpeas
38,55,19,33.18184225,38.23184742,5.864623352,4.5,198.8298806,Hot,Medium,pigeonpeas
35,58,20,29.38538562,63.47742011,5.761702519,4.7,90.05422663,Clear,Medium,pigeonpeas
38,61,21,30.27374995,67.38680755,4.696518678,2.9,127.7767134,Hot,Medium,pigeonpeas
33,58,24,35.45790488,68.75810535,5.269504214,3.2,108.6333046,Hot,Medium,pigeonpeas
16,56,17,33.80020039,40.03262418,7.445444883,2.6,176.6165894,Hot,Medium,pigeonpeas
31,72,17,28.69180475,49.47225353,5.833031708,4.6,96.36222901,Clear,Medium,pigeonpeas
16,80,20,31.24021696,56.67369054,7.339320929,2.9,122.0146733,Hot,Medium,pigeonpeas
27,72,17,28.98039357,57.23265151,6.347929353,3.6,120.7435664,Clear,Medium,pigeonpeas
40,62,19,27.32198928,34.13737127,4.697750704,3.4,96.51524028,Clear,Medium,pigeonpeas
18,58,16,21.47607807,38.80023714,4.962661422,3.4,180.382234,Clear,Medium,pigeonpeas
3,68,16,18.31910448,34.69776639,4.964887857,6.2,107.4721605,Cool,Medium,pigeonpeas
26,67,24,36.97794384,37.73992903,5.642813116,2.1,161.4812963,Hot,Medium,pigeonpeas
16,70,20,24.80467592,40.1242747,5.6093956,5.9,121.5639121,Clear,Medium,pigeonpeas
24,63,19,19.3479443,55.96805489,4.681576043,8.1,194.5921148,Cool,Medium,pigeonpeas
9,76,25,28.88302142,50.12323801,5.70951224,3.6,179.2155874,Clear,Medium,pigeonpeas
16,55,19,19.54314136,47.19188279,6.413543781,5.3,192.4372194,Cool,Medium,pigeonpeas
28,75,21,24.7741949,50.54621094,6.007508163,4.2,114.2821387,Clear,Medium,pigeonpeas
16,71,24,18.33124824,38.40975482,4.946369874,8,139.6483317,Cool,Medium,pigeonpeas
24,70,21,19.14729038,45.3733757,5.517208078,7.4,132.7748215,Cool,Medium,pigeonpeas
38,72,21,28.23416057,49.4421345,5.902103172,4.5,186.5008581,Clear,Medium,pigeonpeas
9,66,21,30.11812084,34.13307843,5.719889876,3.4,157.0858232,Hot,Medium,pigeonpeas
34,56,17,33.4126864,35.42910045,4.548202098,3,139.6702541,Hot,Medium,pigeonpeas
1,76,19,24.18553163,46.68746847,6.669529416,4.4,177.3377996,Clear,Medium,pigeonpeas
6,69,19,26.88630675,41.69617915,4.750929218,5.2,94.46748008,Clear,Medium,pigeonpeas
26,73,21,31.33170829,57.97429171,4.946263888,2.9,161.7820226,Hot,Medium,pigeonpeas
27,61,18,33.30711818,67.07780816,5.266227032,2.6,108.5090168,Hot,Medium,pigeonpeas
27,71,23,23.45379018,46.48714759,7.10959773,3.3,150.8712202,Clear,Medium,pigeonpeas
36,61,21,34.53823889,39.04468913,5.617008201,3.4,168.5948318,Hot,Medium,pigeonpeas
17,73,18,19.50112224,34.51086611,5.632353113,6.6,197.3752649,Cool,Medium,pigeonpeas
26,72,22,28.76794904,37.57792132,4.674941549,3.4,91.72084869,Clear,Medium,pigeonpeas
17,64,16,30.97758716,32.24914235,7.161797643,4.4,180.716828,Hot,Medium,pigeonpeas
14,74,19,18.39759147,36.82639309,6.624966131,5.1,93.12330644,Cool,Medium,pigeonpeas
39,60,15,35.09357419,30.98685456,5.004074624,2.2,116.9106908,Hot,Medium,pigeonpeas
6,66,15,34.93174223,30.40046769,6.345806011,5,159.2649827,Hot,Medium,pigeonpeas
8,59,18,29.50523036,35.72032498,6.216814453,4.3,187.8961851,Clear,Medium,pigeonpeas
2,67,18,34.51934775,47.52980027,5.921666758,2.3,129.0064612,Hot,Medium,pigeonpeas
1,76,17,28.43430726,52.10010827,6.012719118,5.5,147.0414824,Clear,Medium,pigeonpeas
16,73,19,18.41645629,34.80541039,4.684079249,5.6,163.2747473,Cool,Medium,pigeonpeas
23,75,25,31.07508973,47.19847683,7.077170002,4.5,91.31256412,Hot,Medium,pigeonpeas
32,70,20,20.89342749,46.24856523,6.208843215,5.1,195.5697875,Clear,Medium,pigeonpeas
28,59,22,30.90607799,52.79913039,7.05181629,4.7,170.9919828,Hot,Medium,pigeonpeas
5,62,23,27.9348279,66.45457122,4.722222454,4.4,145.3728801,Clear,Medium,pigeonpeas
36,67,25,35.95176642,36.52780776,6.418062652,2.9,136.0456753,Hot,Medium,pigeonpeas
1,66,23,19.54317155,56.92831399,4.803564468,6.5,173.1686574,Cool,Medium,pigeonpeas
24,73,20,19.63736208,32.31528909,4.608695247,7.1,176.4134092,Cool,Medium,pigeonpeas
17,67,18,31.2192752,56.46868874,5.611510977,3.8,129.2028653,Hot,Medium,pigeonpeas
5,55,18,33.50876355,45.70976142,7.322097972,4.4,126.6738117,Hot,Medium,pigeonpeas
5,56,24,24.80710166,45.01110015,5.023115055,5.4,188.4928637,Clear,Medium,pigeonpeas
37,77,17,36.20970524,31.94550613,5.617122801,2.2,191.0658531,Hot,Medium,pigeonpeas
13,73,20,30.50420876,35.48885969,5.391560418,2.5,162.5927723,Hot,Medium,pigeonpeas
6,63,23,26.01630259,49.94704718,5.906596905,3.2,160.3337447,Clear,Medium,pigeonpeas
16,77,22,31.48469278,35.6395615,6.574209678,3.1,100.546816,Hot,Medium,pigeonpeas
25,64,20,33.15122581,32.45974539,4.807776749,3.8,105.0380275,Hot,Medium,pigeonpeas
34,75,24,23.50222822,51.29019509,4.760038039,3.1,192.3023991,Clear,Medium,pigeonpeas
20,77,23,34.87248659,38.83786012,5.180271502,3.9,148.2502786,Hot,Medium,pigeonpeas
35,80,25,28.09269012,44.93322042,4.895927306,4.6,197.1144011,Clear,Medium,pigeonpeas
14,75,24,24.54757829,57.3414485,6.436160044,4.9,118.3606557,Clear,Medium,pigeonpeas
36,80,21,33.64769646,48.41490082,7.066087261,4,100.4673278,Hot,Medium,pigeonpeas
7,77,18,20.5591255,60.54880693,6.655918078,4,191.0895109,Clear,Medium,pigeonpeas
29,78,25,19.95991719,59.33157782,5.982854523,8.4,195.787103,Cool,Medium,pigeonpeas
30,60,21,28.87667593,62.4901206,5.457871273,3.5,182.2688175,Clear,Medium,pigeonpeas
20,74,16,36.04353699,43.61444121,4.759490199,3.5,159.8938645,Hot,Medium,pigeonpeas
19,57,23,23.6734328,47.2879691,7.342409555,3.1,141.1250722,Clear,Medium,pigeonpeas
3,60,19,25.74679443,40.7192594,4.820788186,5.3,100.7791633,Clear,Medium,pigeonpeas
5,77,19,31.08564994,66.68832981,6.242052013,3.6,175.9303271,Hot,Medium,pigeonpeas
5,68,20,18.72987676,61.33186249,5.001038726,8.6,139.8710041,Cool,Medium,pigeonpeas
37,73,21,29.50304807,63.46513414,5.560224583,3.6,189.5208915,Clear,Medium,pigeonpeas
9,59,24,20.43517772,39.37252634,4.747352458,3,137.2279662,Clear,Medium,pigeonpeas
20,72,15,36.00415838,56.01334416,7.313517308,3.4,134.8596466,Hot,Medium,pigeonpeas
31,56,23,31.46846241,35.39454002,5.661826398,3.4,174.5723999,Hot,Medium,pigeonpeas
0,70,21,36.30049702,56.03021253,4.672437054,2.6,101.6073988,Hot,Medium,pigeonpeas
21,74,15,29.49096726,67.10604388,6.471862118,4.1,153.2504506,Clear,Medium,pigeonpeas
13,67,18,30.5753044,34.75591197,5.384762927,2.8,177.5764304,Hot,Medium,pigeonpeas
27,74,20,24.69487673,59.96669215,5.859813416,5.3,91.95792434,Clear,Medium,pigeonpeas
29,72,24,23.17409556,36.67847052,6.962386495,3.9,162.5931264,Clear,Medium,pigeonpeas
5,68,20,19.04380471,33.10695144,6.12166671,7.7,155.3705624,Cool,Medium,pigeonpeas
39,57,19,29.32379604,45.93248374,6.421748487,4.1,165.4113371,Clear,Medium,pigeonpeas
22,62,16,34.6455408,54.32342534,4.828936119,3.8,180.9009998,Hot,Medium,pigeonpeas
18,55,23,21.9989826,56.31006755,6.98571967,4.1,136.8274312,Clear,Medium,pigeonpeas
39,77,21,22.99774444,60.24218572,4.603563116,3.4,159.689339,Clear,Medium,pigeonpeas
13,75,20,30.55992394,35.29006485,6.979540061,4.9,178.8998611,Hot,Medium,pigeonpeas
27,71,24,31.46417866,48.17631461,7.064973419,2.8,165.405354,Hot,Medium,pigeonpeas
26,64,22,25.95058595,40.58227261,5.16516459,5.4,109.1821183,Clear,Medium,pigeonpeas
23,55,16,21.01142393,69.69141302,5.111488821,5.7,185.2039114,Clear,Medium,pigeonpeas
4,69,19,19.25100056,47.70351758,5.374358869,6.4,149.063196,Cool,Medium,pigeonpeas
20,67,19,19.24462755,50.54495302,5.671419084,5.3,180.6465282,Cool,Medium,pigeonpeas
7,74,17,22.47253208,62.56532471,5.667419697,4,96.74706956,Clear,Medium,pigeonpeas
17,64,18,36.75087487,58.25799145,6.07938452,3.3,124.6028153,Hot,Medium,pigeonpeas
35,71,17,29.89286629,66.35375127,6.931924963,5.5,198.1403003,Clear,Medium,pigeonpeas
11,72,22,29.37735586,44.82294584,6.842744374,4.6,172.40168,Clear,Medium,pigeonpeas
20,60,22,29.65052947,42.89833235,6.876572503,5.3,186.9226052,Clear,Medium,pigeonpeas
10,71,18,19.54284889,66.34777265,6.151029296,6.1,173.1106982,Cool,Medium,pigeonpeas
33,61,24,20.04611791,48.93905624,4.567446499,4.4,122.4564203,Clear,Medium,pigeonpeas
3,49,18,27.91095209,64.70930606,3.692863601,4.1,32.67891866,Clear,Medium,mothbeans
22,59,23,27.32220619,51.27868781,4.371745575,3.7,36.5037914,Clear,Medium,mothbeans
36,58,25,28.66024187,59.3189118,8.399135958,4.3,36.92629678,Clear,Medium,mothbeans
4,43,18,29.02955344,61.09387478,8.840656256,3.9,72.98016599,Clear,Medium,mothbeans
29,54,16,27.78031515,54.65030015,8.153022903,3.2,32.05025323,Clear,Medium,mothbeans
32,43,22,31.99928579,54.1077461,5.270749441,3.2,71.6266696,Hot,Medium,mothbeans
14,55,15,27.33580911,55.27755933,8.050304395,5.8,73.44775287,Clear,Medium,mothbeans
5,35,20,28.92952635,53.57014709,9.679240873,3.7,66.35634104,Clear,Medium,mothbeans
25,57,24,27.65472156,58.59986279,6.974978386,3.5,36.94255012,Clear,Medium,mothbeans
11,53,24,28.52396666,55.77264351,7.39389918,5.5,61.32935611,Clear,Medium,mothbeans
40,49,17,31.02215872,45.89239456,6.68727523,4,53.56783314,Hot,Medium,mothbeans
38,56,25,25.74095321,45.38497051,7.88118645,3.6,67.43488235,Clear,Medium,mothbeans
27,43,23,31.70447482,56.85420099,5.875333778,2.7,44.94317432,Hot,Medium,mothbeans
24,38,22,24.47876451,58.51663927,8.202706015,4.9,34.96933295,Clear,Medium,mothbeans
23,45,21,31.46511256,51.79939437,8.985348193,3.3,74.44330654,Hot,Medium,mothbeans
29,57,20,25.60973447,50.7330069,5.87707519,5.3,53.39249517,Clear,Medium,mothbeans
31,35,23,30.30260453,47.18283631,7.707595055,4.9,68.04039813,Hot,Medium,mothbeans
0,55,25,28.17489437,43.6672299,4.524171562,5.1,45.78172762,Clear,Medium,mothbeans
7,45,22,25.50634557,44.8302551,9.926212291,3.9,74.32635105,Clear,Medium,mothbeans
17,58,25,31.12896766,43.58788762,6.455592696,2.8,32.76742894,Hot,Medium,mothbeans
11,44,17,26.34043268,55.59160391,8.016210782,4.5,35.1051197,Clear,Medium,mothbeans
22,49,22,28.23494706,61.5620517,3.71105919,4.6,72.66666443,Clear,Medium,mothbeans
